# wikipedia-top.tsv  -- aggregated (reading, kanji, count) from mine_wikipedia.ps1
# generated from 7881 raw rows, 2553 distinct pairs
# columns: reading<TAB>kanji<TAB>count
りょうり	料理	397
てき	的	93
しょく	食	86
ねん	年	78
にっぽん	日本	68
しょくひん	食品	61
ばあい	場合	43
よば	呼ば	41
ちいき	地域	39
にく	肉	39
しょくざい	食材	38
たべ	食べ	37
かてい	家庭	36
ちょうり	調理	36
じん	人	34
ぶんか	文化	34
たべる	食べる	33
いっぱん	一般	32
てんしん	点心	31
つき	月	31
おおい	多い	31
いち	一	31
しょくじ	食事	29
さかな	肴	27
いみ	意味	27
おおく	多く	26
み	見	26
さす	指す	26
せかい	世界	25
かんれん	関連	24
じだい	時代	24
よぶ	呼ぶ	23
さけ	酒	22
やさい	野菜	22
きゅう	級	21
るい	類	21
れい	例	20
えいご	英語	20
ひん	品	19
ちゅうごく	中国	19
ていきょう	提供	18
せい	性	18
てんぞ	典座	18
いがい	以外	17
かねつ	加熱	17
かし	菓子	16
こうもく	項目	16
きゃくちゅう	脚注	16
さんしょう	参照	16
めん	麺	16
こくみん	国民	15
でんとう	伝統	15
しけん	試験	15
にち	日	15
たいかい	大会	15
むし	蒸し	15
れきし	歴史	15
べつ	別	15
しゃ	者	15
なか	中	15
せいき	世紀	15
いみん	移民	15
とう	等	14
しゅしょく	主食	14
だい	第	14
かわ	皮	14
ことば	言葉	14
こうきゅう	高級	14
けいこう	傾向	14
さし	指し	14
かち	価値	14
かいさい	開催	14
とくてい	特定	13
た	他	13
ご	語	13
しゅるい	種類	13
ことなる	異なる	13
きょう	供	13
みんぞく	民族	13
ちゅうか	中華	13
つかわ	使わ	13
たよう	多様	13
じゅうよう	重要	13
とくに	特に	12
そんざい	存在	12
あん	餡	12
さい	菜	12
きょうど	郷土	12
たいしゅう	大衆	12
かん	観	12
りょう	料	12
はったつ	発達	11
だいひょう	代表	11
うえ	上	11
しん	心	11
こうげい	工芸	11
つかっ	使っ	11
てん	店	11
もちい	用い	11
ちほう	地方	11
ぎょかい	魚介	11
ちょうみ	調味	11
いっぽう	一方	11
あじ	味	11
かん	感	11
かたち	形	11
か	化	11
じ	次	11
かたり	語	11
かくち	各地	10
がいよう	概要	10
に	煮	10
もの	者	10
ぶつ	物	10
くに	国	10
なに	何	10
えいよう	栄養	10
ひろく	広く	10
かんがえ	考え	10
さまざま	様々	10
ゆうめい	有名	10
おこなわ	行わ	10
げんざい	現在	10
ふう	風	10
ゆらい	由来	10
さかな	魚	10
かゆ	粥	10
がいぶ	外部	10
ぎょうざ	餃子	9
ひとびと	人々	9
げんだい	現代	9
ご	後	9
にほんご	日本語	9
ゆき	雪	9
ひ	火	9
さい	際	9
しゅうだん	集団	9
くべつ	区別	9
に	二	9
いこう	以降	9
にん	人	9
じゅけん	受験	9
いか	以下	9
ひと	人	9
わたし	私	9
せだい	世代	9
なべ	鍋	9
おおきく	大きく	9
しるもの	汁物	9
しゅぎょう	修行	9
なまえ	名前	9
あめりかがっしゅうこく	アメリカ合衆国	9
とうふ	豆腐	9
はっこう	発酵	9
ふくま	含ま	9
ぶたにく	豚肉	9
つくら	作ら	9
ごげん	語源	9
たべもの	食べ物	8
ふくむ	含む	8
くみあわせ	組み合わせ	8
ぶもん	部門	8
こうせい	構成	8
かんけい	関係	8
あまい	甘い	8
くだもの	果物	8
つくり	作り	8
しゅってん	出典	8
ふらんすご	フランス語	8
まめ	豆	8
いう	言う	8
ふきゅう	普及	8
しよう	使用	8
ない	内	8
きじ	生地	8
ようご	用語	8
にんしき	認識	8
ま	間	8
けん	圏	8
さんか	参加	8
じかん	時間	8
じゅしょう	受章	8
がいこく	外国	8
しゅ	種	8
いんしょく	飲食	8
まんじゅう	饅頭	8
ようそ	要素	8
つくる	作る	8
たいこう	対抗	8
つつみ	包	8
どくじ	独自	8
こと	事	8
きょう	今日	8
あげる	挙げる	7
げいにん	芸人	7
ほうほう	方法	7
やき	焼き	7
こんだて	献立	7
おも	主	7
ぎじゅつ	技術	7
どうよう	同様	7
ぶんけん	文献	7
さ	差	7
あぶら	油	7
ぶぶん	部分	7
いちらん	一覧	7
げい	芸	7
にんき	人気	7
もっとも	最も	7
ど	度	7
たとえば	例えば	7
きょうかい	協会	7
けい	系	7
そざい	素材	7
てん	点	7
そう	僧	7
ざいりょう	材料	7
けんきゅう	研究	7
かい	回	7
かんこく	韓国	7
ちゅうせい	中世	7
はんちゅう	範疇	7
めし	飯	7
ちゅう	中	7
しょ	書	7
たいわん	台湾	7
のむ	飲む	7
こむぎこ	小麦粉	7
じょう	状	7
あげ	揚げ	7
きゃく	客	6
あじつけ	味付け	6
ほんらい	本来	6
せんもん	専門	6
かこう	加工	6
しゅみ	趣味	6
がく	学	6
つうじょう	通常	6
おうべい	欧米	6
はいっ	入っ	6
きぶつ	器物	6
つくっ	作っ	6
むけ	向け	6
とくちょう	特徴	6
あげ	挙げ	6
かぞく	家族	6
はな	花	6
しょっき	食器	6
にじる	煮汁	6
ふうみ	風味	6
ぶんるい	分類	6
とくしゅ	特殊	6
しょくにん	職人	6
かため	固め	6
かぎら	限ら	6
こうしき	公式	6
にこん	煮込ん	6
にちじょう	日常	6
しゅ	酒	6
かい	会	6
にこみ	煮込み	6
へんか	変化	6
かんがえる	考える	6
きげん	起源	6
しる	汁	6
やい	焼い	6
ぎょうかい	業界	6
とくやま	徳山	6
ろうじん	老人	6
にかんする	に関する	6
あわせ	合わせ	6
いっしゅ	一種	6
もんだい	問題	6
ごうかく	合格	6
くわえ	加え	6
かぶしきがいしゃ	株式会社	6
げてもの	下手物	6
おこなう	行う	6
いれ	入れ	6
しゅたい	主体	6
あつかわ	扱わ	6
こうしんりょう	香辛料	6
どうぶつ	動物	6
まかない	賄い	6
ねんだい	年代	6
げんりょう	原料	6
いじょう	以上	6
みそしる	味噌汁	6
しかく	資格	6
しお	塩	5
しゃ	社	5
しろ	白	5
どうげん	道元	5
けんてい	検定	5
そうしょう	総称	5
そん	存	5
よし	義	5
な	名	5
しょき	初期	5
か	家	5
つけ	付け	5
にかんして	に関して	5
へん	編	5
じてん	時点	5
けいじょう	形状	5
せんご	戦後	5
かんじ	漢字	5
こだい	古代	5
なま	生	5
くわえる	加える	5
さん	三	5
て	手	5
えいきょう	影響	5
ちょ	著	5
いり	入り	5
がいねん	概念	5
そまつ	粗末	5
みかく	味覚	5
どう	同	5
いちぶ	一部	5
ほん	本	5
ぎのう	技能	5
やく	焼く	5
いっ	言っ	5
いため	炒め	5
てんじ	展示	5
かならずしも	必ずしも	5
きっ	切っ	5
なべもの	鍋物	5
きた	北	5
こんちゅう	昆虫	5
やくわり	役割	5
え	得	5
しゅせき	酒席	5
ほんこん	香港	5
もと	元	5
ほんせん	本選	5
おおさかがす	大阪ガス	5
ろう	老	5
とくべつ	特別	5
ほし	干し	5
ひょうげん	表現	5
ぐ	具	5
ぎゅうにゅう	牛乳	5
さんこう	参考	5
し	市	5
にもつ	荷物	5
しゅ	主	5
みね	峰	5
このま	好ま	5
ゆうしょう	優勝	5
しょうかい	紹介	5
ち	地	5
したしま	親しま	5
ふつう	普通	5
こうあん	考案	5
かほく	華北	5
ぜん	禅	5
しょく	職	5
やむちゃ	飲茶	5
こっか	国家	5
ほう	法	5
つかう	使う	5
あいこう	愛好	5
だんたい	団体	5
そう	層	5
もの	物	5
ていぎ	定義	5
じゅん	準	5
