# wikipedia-top.tsv  -- aggregated (reading, kanji, count) from mine_wikipedia.ps1
# generated from 12985 raw rows, 4146 distinct pairs
# columns: reading<TAB>kanji<TAB>count
とうじょう	登場	186
ねん	年	160
そんざい	存在	93
つき	月	89
てき	的	77
と	徒	67
ばん	版	61
かれ	彼	61
ちから	力	57
すがた	姿	56
しと	使徒	55
しゃ	者	54
にんげん	人間	50
じぶん	自分	50
だい	第	49
からだ	体	49
かのじょ	彼女	48
このよ	この世	47
とき	時	47
もつ	持つ	47
せかい	世界	47
にち	日	47
せいぶつ	生物	46
せってい	設定	44
こうげき	攻撃	43
さくひん	作品	41
せいめい	生命	40
にん	人	40
き	機	37
なか	中	36
こえ	声	35
かのう	可能	34
ほうそう	放送	32
のうりょく	能力	30
しょくしゅ	触手	29
せいかく	性格	28
もと	元	27
てき	敵	26
たたかい	戦い	26
えいご	英語	26
しゅつげん	出現	26
じん	人	26
ぶんぐ	文具	26
だい	大	26
じんるい	人類	26
さいしょ	最初	25
ほん	本	25
なまえ	名前	25
た	他	25
よば	呼ば	24
こと	事	24
ふめい	不明	24
こうぶつ	好物	24
おなじ	同じ	23
もの	者	23
かんれん	関連	23
いち	一	22
め	目	22
がた	型	22
しよう	使用	22
か	化	22
こうどう	行動	22
がいよう	概要	22
はつばい	発売	22
たい	体	22
しん	新	22
ちゅう	中	22
おおい	多い	22
ばんぐみ	番組	22
かくう	架空	22
へんか	変化	21
さら	沙羅	21
ちきゅう	地球	21
ばあい	場合	21
そのご	その後	21
たち	達	20
かいぶつ	怪物	20
けいそ	ケイ素	20
ど	度	20
あたま	頭	20
かたち	形	20
み	見	19
もっ	持っ	19
とら	虎	19
おう	王	19
ほか	他	19
さい	際	19
み	実	18
おおく	多く	18
ぶき	武器	18
おもちゃ	玩具	18
こおり	氷	17
ちょう	超	17
いこう	以降	17
いがい	以外	17
みずから	自ら	17
よ	世	17
いえ	家	17
こうかい	公開	17
せんとう	戦闘	17
にっぽん	日本	17
べに	紅	17
ひかり	光	17
つうじょう	通常	17
はかい	破壊	17
ぞく	族	17
まえ	前	17
ことなる	異なる	17
せい	性	16
むけ	向け	16
に	似	16
しょうひん	商品	16
もくげき	目撃	16
もち	持ち	16
むら	村	16
りゅう	龍	15
こ	古	15
かんけい	関係	15
しゅじんこう	主人公	15
て	手	15
さいしゅう	最終	15
とうしょ	当初	15
かつどう	活動	15
じっさい	実際	15
つかっ	使っ	15
びょうしゃ	描写	15
ばしょ	場所	14
みず	水	14
ゆうごう	融合	14
じょう	上	14
のち	後	14
はなし	話	14
たましい	魂	14
つうしょう	通称	14
そのた	その他	14
どうよう	同様	14
じしん	自身	14
すう	数	14
ご	後	14
とくに	特に	13
うちゅう	宇宙	13
しゅご	守護	13
うで	腕	13
ことば	言葉	13
こうしき	公式	13
かい	回	13
すべて	全て	13
ぼうけん	冒険	13
いろ	色	13
ふくすう	複数	13
とう	島	13
みため	見た目	13
か	家	13
はつ	初	13
かお	顔	13
よん	四	13
ほのお	炎	13
きほん	基本	13
かみ	神	13
つかわ	使わ	13
ない	内	12
もくてき	目的	12
つくる	作る	12
けい	系	12
すき	好き	12
かんがえ	考え	12
な	名	12
まんが	漫画	12
しょく	色	12
とともに	と共に	12
おおきく	大きく	12
あらわれ	現れ	12
しゅつえん	出演	11
しゅ	種	11
なん	何	11
たおす	倒す	11
せいさく	制作	11
よん	呼ん	11
しぼう	死亡	11
じょう	状	11
りょく	力	11
えいきょう	影響	11
あくま	悪魔	11
まん	万	11
たんじょう	誕生	11
じゅみょう	寿命	11
ぜんしん	全身	11
さいぼう	細胞	11
ぶぶん	部分	11
じょうほう	情報	11
えいが	映画	11
ねんだい	年代	11
しがい	死骸	11
じゃくてん	弱点	11
たま	弾	11
あし	足	11
で	出	11
ひと	人	11
じ	時	11
あたえ	与え	11
に	二	11
くる	来る	11
きゃくちゅう	脚注	11
たんそ	炭素	10
とくちょう	特徴	10
じんぶつ	人物	10
じざい	自在	10
へんい	変異	10
じょうたい	状態	10
はな	鼻	10
しょき	初期	10
ぶつ	物	10
いう	言う	10
うまれ	生まれ	10
いどう	移動	10
ほうこく	報告	10
せいゆう	声優	10
かいし	開始	10
げんざい	現在	10
にんき	人気	10
ふくむ	含む	10
なに	何	10
なかま	仲間	10
はんばい	販売	10
やく	約	10
じ	自	10
ぶた	豚	10
つかう	使う	10
しら	知ら	10
さくちゅう	作中	10
さまざま	様々	10
おも	主	9
いく	行く	9
ぶ	部	9
ものがたり	物語	9
はじめて	初めて	9
しんしゅ	新種	9
しゅぞく	種族	9
きょうか	強化	9
しゅうねん	周年	9
よぶ	呼ぶ	9
は	歯	9
はじめ	始め	9
しゅみ	趣味	9
でんせつ	伝説	9
さつがい	殺害	9
たいりょう	大量	9
そうさ	操作	9
よくぼう	欲望	9
きかん	機関	9
かぎり	限り	9
さいせい	再生	9
かれら	彼等	9
あいて	相手	9
がめん	画面	9
