# wikipedia-top.tsv  -- aggregated (reading, kanji, count) from mine_wikipedia.ps1
# generated from 269889 raw rows, 25350 distinct pairs
# columns: reading<TAB>kanji<TAB>count
ねん	年	12928
つき	月	5731
にち	日	4026
だい	第	1637
にっぽん	日本	1244
し	市	1185
けん	県	1130
しゃ	者	930
てき	的	909
しょうわ	昭和	746
えき	駅	737
にん	人	636
まち	町	625
かい	会	603
ご	後	592
だいがく	大学	540
きゃくちゅう	脚注	532
かい	回	520
だい	大	515
がいぶ	外部	507
ぶ	部	500
とうきょう	東京	478
ほうそう	放送	474
いち	一	473
がっこう	学校	468
じだい	時代	465
い	位	458
さくひん	作品	448
か	家	439
きょく	局	439
かんれん	関連	434
しょ	所	432
ごう	号	423
ほん	本	423
へいせい	平成	421
ぐん	郡	410
か	化	410
しゃ	社	405
むら	村	397
しゅっぱん	出版	395
げんざい	現在	385
せかい	世界	385
せん	線	384
せんしゅ	選手	383
しゅう	州	381
に	二	379
かつどう	活動	376
やく	役	375
もと	元	367
はつ	初	366
ちゅう	中	366
せん	戦	354
しよう	使用	346
こうもく	項目	345
さん	三	345
く	区	342
はつばい	発売	333
えいが	映画	330
じ	時	329
しゅつえん	出演	328
えいご	英語	326
けんきゅう	研究	324
きょく	曲	321
せい	性	320
じん	人	318
てつどう	鉄道	317
しょう	賞	316
じょうほう	情報	310
め	目	308
ふん	分	305
めい	名	301
かいし	開始	295
そのご	その後	289
しゅつじょう	出場	289
しん	新	287
やく	約	286
がた	型	285
すう	数	285
とうじょう	登場	284
おこなわ	行わ	280
しゅっしん	出身	280
かんとく	監督	279
ばんぐみ	番組	279
ばん	版	278
はっぴょう	発表	277
ご	語	276
めいじ	明治	273
なか	中	272
さい	歳	270
まん	万	269
きょういく	教育	269
おんがく	音楽	266
れきし	歴史	265
おおさか	大阪	264
どう	同	262
さく	作	261
しせつ	施設	260
かれ	彼	260
だいひょう	代表	260
とう	等	259
きろく	記録	259
ぐん	軍	258
さんこう	参考	254
ない	内	253
がいよう	概要	251
ばあい	場合	248
こえ	声	245
がく	学	245
たんとう	担当	244
りよう	利用	244
いちらん	一覧	244
いちぶ	一部	241
ち	地	240
まえ	前	238
さんか	参加	238
か	科	238
しょぞく	所属	237
おおく	多く	236
いいん	委員	233
きゅう	旧	232
みなみ	南	232
うけ	受け	230
