# wikipedia-top-combined.tsv  -- merged (reading, kanji, count) across all domain runs
# generated from 497132 raw rows, 33899 distinct pairs
# columns: reading<TAB>kanji<TAB>count
ねん	年	22217
つき	月	10121
にち	日	7205
だい	第	2762
にっぽん	日本	2228
てき	的	2024
けん	県	1997
し	市	1953
しゃ	者	1750
えき	駅	1297
しょうわ	昭和	1191
にん	人	1132
ご	後	1041
まち	町	1026
ほうそう	放送	1021
かい	会	994
きゃくちゅう	脚注	993
かい	回	960
さくひん	作品	922
だい	大	891
がいぶ	外部	888
かんれん	関連	883
ぶ	部	863
じだい	時代	855
か	家	850
がっこう	学校	838
とうきょう	東京	821
いち	一	819
ほん	本	793
せかい	世界	784
へいせい	平成	782
だいがく	大学	773
か	化	769
い	位	727
むら	村	725
ばあい	場合	719
ちゅう	中	718
に	二	717
しよう	使用	713
せい	性	707
げんざい	現在	706
えいが	映画	685
じん	人	683
こうもく	項目	677
ごう	号	674
せんしゅ	選手	670
もと	元	667
しゅう	州	667
しゃ	社	664
とうじょう	登場	655
ぐん	郡	653
やく	役	651
きょく	曲	649
せん	戦	648
せん	線	647
ばんぐみ	番組	632
きょく	局	631
はつ	初	615
しょう	賞	608
かつどう	活動	600
えいご	英語	600
く	区	595
じ	時	589
しょ	所	577
けんきゅう	研究	576
しゅつえん	出演	572
めい	名	571
しゅっぱん	出版	566
め	目	565
なか	中	550
さん	三	545
ご	語	541
すう	数	536
そのご	その後	536
おこなわ	行わ	531
そんざい	存在	530
きょういく	教育	525
はつばい	発売	524
さい	歳	522
しん	新	520
かいし	開始	519
じょうほう	情報	517
さく	作	512
れきし	歴史	507
しあい	試合	507
がた	型	502
しゅつじょう	出場	500
はっぴょう	発表	497
ばん	版	490
じんぶつ	人物	482
めいじ	明治	479
まん	万	478
りょうり	料理	478
かれ	彼	477
ない	内	475
おおく	多く	470
だいひょう	代表	464
ふん	分	462
かいはつ	開発	459
てつどう	鉄道	459
がいよう	概要	458
さんか	参加	457
まえ	前	457
りよう	利用	455
とう	等	453
どう	同	451
こくさい	国際	451
やく	約	449
しゅっしん	出身	449
いちらん	一覧	447
さっきょく	作曲	445
うけ	受け	442
きろく	記録	437
かのう	可能	434
ねんだい	年代	433
おんがく	音楽	431
しゅうろく	収録	431
じょう	上	431
とうじ	当時	430
じぎょう	事業	430
ぐん	軍	429
さんこう	参考	427
よば	呼ば	426
かんとく	監督	423
かぶしきがいしゃ	株式会社	420
たんとう	担当	420
どうねん	同年	418
がく	学	417
いちぶ	一部	414
じょせい	女性	412
しゅってん	出典	410
ちいき	地域	407
かいさい	開催	406
いいん	委員	405
いこう	以降	403
ぜん	全	403
せっち	設置	399
か	科	396
おおさか	大阪	395
ほう	法	393
ぶんか	文化	393
かんけい	関係	392
ぶんけん	文献	390
こうしき	公式	389
きゅう	旧	387
たいかい	大会	384
こく	国	381
ち	地	379
ゆうしょう	優勝	378
かん	館	374
ちょう	長	373
き	期	371
いか	以下	371
じかん	時間	370
しょぞく	所属	369
しせつ	施設	366
さい	際	365
き	機	364
つとめ	務め	364
おも	主	363
けい	系	362
こえ	声	360
へんこう	変更	358
かいしゃ	会社	358
へん	編	355
みなみ	南	355
た	他	348
こうとう	高等	347
いっぱん	一般	343
やきゅう	野球	340
じゅう	十	336
ぎじゅつ	技術	336
せいさく	制作	335
よう	用	334
こうかい	公開	332
ねんど	年度	329
しき	式	319
み	見	319
おこなう	行う	318
きゅう	級	317
おう	王	315
はんばい	販売	313
かがく	科学	313
のち	後	311
そつぎょう	卒業	309
しょうがっこう	小学校	308
ちゅうしん	中心	308
おおい	多い	308
ていきょう	提供	308
げん	現	304
おこなっ	行っ	300
げんご	言語	300
きょうかい	協会	300
だい	代	297
てん	点	297
とき	時	296
ちゅうごく	中国	294
し	氏	292
じぶん	自分	288
おなじ	同じ	288
えい	英	287
わ	話	286
ど	度	285
せつりつ	設立	284
してい	指定	282
ま	間	281
もつ	持つ	279
じ	次	279
せい	世	277
じけん	事件	277
と	都	275
がわ	側	274
ひがし	東	274
きかん	機関	273
あめりかがっしゅうこく	アメリカ合衆国	273
しゅうりょう	終了	272
きた	北	271
じょう	場	270
せいき	世紀	269
ちゅうがっこう	中学校	269
べつ	別	269
どう	道	267
および	及び	266
かん	間	266
しゅうにん	就任	265
し	史	265
ひつよう	必要	265
きねん	記念	263
れい	例	262
もちい	用い	262
じょし	女子	260
うまれ	生まれ	260
さいしょ	最初	260
きぎょう	企業	260
しゃかい	社会	259
れんぞく	連続	258
しつ	室	256
こうこう	高校	254
いん	員	254
ちゅうおう	中央	253
えいきょう	影響	253
どうろ	道路	253
かんり	管理	253
ちく	地区	252
もんだい	問題	252
けっか	結果	251
いじょう	以上	250
にし	西	250
こ	子	250
さいしゅう	最終	249
ひと	人	249
さつえい	撮影	249
さくし	作詞	249
たい	対	249
しら	知ら	248
じゅしょう	受賞	246
そのた	その他	245
いがい	以外	245
かんがえ	考え	245
けってい	決定	245
てん	店	244
おんな	女	243
せんそう	戦争	243
がわ	川	240
わ	和	239
そうごう	総合	239
いち	位置	238
むけ	向け	238
ちち	父	236
きょうじゅ	教授	236
せいせき	成績	236
こうせい	構成	235
かくとく	獲得	234
さい	再	234
げきじょう	劇場	234
にかんする	に関する	234
ちょうさ	調査	234
しゃ	車	233
えん	円	233
ちほう	地方	232
けいやく	契約	231
しりつ	市立	230
けいざい	経済	230
ぜんこく	全国	228
うえ	上	228
ばん	番	227
じしん	自身	227
かく	各	227
けいかく	計画	226
えいぎょう	営業	226
こうつう	交通	224
にたいして	に対して	224
せいじ	政治	222
ろせん	路線	222
はっせい	発生	222
ねんかん	年間	221
しゃしん	写真	220
ぶたい	舞台	220
しょうせつ	小説	219
びょういん	病院	219
ちょうめ	丁目	217
ご	五	217
じょう	条	216
せんしゅけん	選手権	216
はいし	廃止	216
かんせい	完成	215
かいぐん	海軍	215
かん	巻	215
とくに	特に	214
へんきょく	編曲	214
ぎいん	議員	213
こと	事	213
ぶつ	物	213
かのじょ	彼女	213
いみ	意味	212
けん	権	212
じんじゃ	神社	211
つかわ	使わ	208
なまえ	名前	208
まい	枚	208
せいさく	製作	207
とともに	と共に	207
はいゆう	俳優	207
だんせい	男性	206
きのう	機能	205
しょ	書	205
じどうしゃ	自動車	205
ぶん	分	204
こうげき	攻撃	204
とうしょ	当初	203
とくべつ	特別	202
かん	官	202
きょうと	京都	202
はじめて	初めて	201
くに	国	201
せんもん	専門	200
かたち	形	200
しょう	小	200
けんせつ	建設	200
にほんご	日本語	199
ないよう	内容	199
よん	四	199
いっぽう	一方	199
ぶんこ	文庫	199
せいふ	政府	199
じんこう	人口	198
きん	金	198
たいしょう	大正	197
ことなる	異なる	196
せいかつ	生活	196
たい	隊	195
うんえい	運営	195
さんしょう	参照	195
こじん	個人	195
せんきょ	選挙	194
りつ	率	194
どうよう	同様	193
りょう	令	193
ほうじん	法人	192
さいご	最後	192
たいおう	対応	191
とし	都市	191
しゅ	種	190
かながわ	神奈川	190
ぶぶん	部分	189
はは	母	189
がっかい	学会	189
たい	体	189
じょうたい	状態	188
ちゅうしゃく	注釈	188
ひょうき	表記	187
び	日	187
おんせん	温泉	187
りょう	両	186
かいせん	回戦	186
じっし	実施	185
はな	花	184
めいしょう	名称	184
さまざま	様々	184
ぶもん	部門	184
そう	総	184
つうじょう	通常	183
だん	団	183
どくりつ	独立	183
きょうぎ	競技	183
あい	愛	183
せってい	設定	183
さいよう	採用	182
とう	島	182
せい	制	182
まんが	漫画	181
かい	階	181
とうろく	登録	181
つま	妻	181
えいぞう	映像	181
けいれき	経歴	180
ぶん	文	180
いりょう	医療	180
か	下	180
だいめ	代目	179
もくてき	目的	179
え	得	179
ばしょ	場所	179
な	名	178
よこはま	横浜	177
しんしゅつ	進出	176
ねんせい	年生	176
ものがたり	物語	175
ふくむ	含む	174
めん	面	173
げき	劇	173
ひょうげん	表現	172
しょき	初期	171
そしき	組織	171
こうくう	航空	171
へんしゅう	編集	171
はいしん	配信	170
ひとつ	一つ	170
じき	時期	170
で	出	169
にんげん	人間	169
りょう	量	169
しどう	指導	169
ひゃく	百	169
しょう	省	169
どうにゅう	導入	168
しりょう	資料	168
みぎ	右	168
じてん	時点	168
にんてい	認定	167
とくちょう	特徴	167
りくぐん	陸軍	167
ふ	府	167
きほん	基本	167
ちめい	地名	167
せいぞう	製造	167
むすめ	娘	167
きゃくほん	脚本	167
しゅえん	主演	167
しえん	支援	166
けっしょう	決勝	166
へ	経	166
おとこ	男	165
ふく	副	164
あいち	愛知	164
ほっかいどう	北海道	164
けんりつ	県立	164
ひん	品	163
ろく	六	163
しゅうへん	周辺	163
たたかい	戦い	162
はじめ	始め	162
こうぞう	構造	162
ふめい	不明	162
こう	校	162
けんきゅうじょ	研究所	161
かんこく	韓国	161
きかく	企画	161
ちば	千葉	160
ろん	論	160
ていこく	帝国	159
けっこん	結婚	159
にたいする	に対する	159
けいえい	経営	159
もの	者	159
すべて	全て	159
こども	子供	159
ひょうか	評価	158
ひょう	表	158
がっきょく	楽曲	158
げんだい	現代	158
くわえ	加え	156
はっけん	発見	156
がっぺい	合併	156
こくどう	国道	154
はつでん	発電	154
かいぎ	会議	154
たいしょう	対象	153
いぜん	以前	153
は	派	153
や	屋	153
てら	寺	152
しゅうねん	周年	152
しょうかい	紹介	152
つうしん	通信	152
たかい	高い	151
のうりょく	能力	151
てんかい	展開	151
がいこく	外国	150
かいせつ	開設	150
せいゆう	声優	149
がんねん	元年	149
とくてい	特定	149
ふくま	含ま	149
でんき	電気	149
きょうどう	共同	148
いんたい	引退	148
もっ	持っ	148
しゃちょう	社長	148
こうえん	公園	147
しょうり	勝利	147
き	記	147
ほか	他	147
たんじょう	誕生	147
みず	水	147
ぶんがく	文学	147
すがた	姿	146
ざ	座	146
しけん	試験	146
えど	江戸	146
じゆう	自由	146
ひ	日	146
しゅう	集	145
はち	八	145
ばんごう	番号	145
かんきょう	環境	145
ひかり	光	145
りょく	力	144
びじゅつかん	美術館	144
ころ	頃	144
なつ	夏	143
かみ	神	143
あらた	新た	143
ごろ	頃	143
ふくすう	複数	143
かいしょう	改称	143
たち	達	143
ひろしま	広島	143
ばん	盤	142
じょう	城	142
せき	石	142
ついか	追加	142
よてい	予定	142
とう	当	142
かつやく	活躍	142
さいこう	最高	142
せいさん	生産	141
さいだい	最大	141
かいちょう	会長	141
ひ	非	141
やく	訳	141
じゅうよう	重要	141
きょう	橋	140
あたえ	与え	140
つかっ	使っ	140
した	下	140
ちょ	著	140
もっとも	最も	140
