# godan-terminal.tsv -- regression corpus for 五段/一段 動詞 終止形 & 連体形.
# Each row: reading<TAB>expected_top<TAB>synthetic_count
# The synthetic count is used only to keep probe_skk_coverage's -MinCount
# threshold satisfied; it is not a real Wikipedia frequency.
# Fed by SKK-JISYO.godan.utf8. Any drop here means the godan companion
# regressed (order changed, entry removed, or another dict shadowed the
# top slot).
# Reference: 五段活用 https://www.cloudsemi.com/test1/mobile/ja/jaG/koujaG1.html
# columns: reading<TAB>kanji<TAB>count
# --- ワ行 五段 (う ending) ---
かう	買う	200
つかう	使う	200
あう	会う	200
いう	言う	200
おもう	思う	200
あらう	洗う	200
うたう	歌う	200
わらう	笑う	200
すう	吸う	200
ひろう	拾う	200
さそう	誘う	200
もらう	貰う	200
ねがう	願う	200
まよう	迷う	200
したがう	従う	200
うたがう	疑う	200
あらそう	争う	200
ちがう	違う	200
かよう	通う	200
ぬう	縫う	200
におう	匂う	200
はらう	払う	200
むかう	向かう	200
たたかう	戦う	200
かなう	叶う	200
のろう	呪う	200
くう	食う	200
そろう	揃う	200
まちがう	間違う	200
やしなう	養う	200
くらう	食らう	200
うしなう	失う	200
おそう	襲う	200
# --- カ行 五段 (く ending) ---
かく	書く	200
きく	聞く	200
はたらく	働く	200
あるく	歩く	200
なく	泣く	200
さく	咲く	200
つく	着く	200
ひく	引く	200
ぬく	抜く	200
あく	開く	200
ひらく	開く	200
うごく	動く	200
まく	巻く	200
みがく	磨く	200
みちびく	導く	200
うなずく	頷く	200
たたく	叩く	200
かがやく	輝く	200
くだく	砕く	200
はく	履く	200
むく	向く	200
やく	焼く	200
ちかづく	近づく	200
# --- ガ行 五段 (ぐ ending) ---
およぐ	泳ぐ	200
かせぐ	稼ぐ	200
つぐ	継ぐ	200
そそぐ	注ぐ	200
いそぐ	急ぐ	200
はぐ	剥ぐ	200
かつぐ	担ぐ	200
こぐ	漕ぐ	200
とぐ	研ぐ	200
ぬぐ	脱ぐ	200
ゆらぐ	揺らぐ	200
またぐ	跨ぐ	200
# --- サ行 五段 (す ending) ---
はなす	話す	200
けす	消す	200
おす	押す	200
だす	出す	200
かえす	返す	200
うつす	移す	200
さがす	探す	200
うながす	促す	200
なおす	直す	200
なくす	無くす	200
おこす	起こす	200
おとす	落とす	200
ためす	試す	200
あらわす	表す	200
たおす	倒す	200
とばす	飛ばす	200
ひやす	冷やす	200
ふやす	増やす	200
こわす	壊す	200
たがやす	耕す	200
かくす	隠す	200
のこす	残す	200
のばす	伸ばす	200
まわす	回す	200
みなす	見做す	200
もどす	戻す	200
もよおす	催す	200
ゆるす	許す	200
わたす	渡す	200
つくす	尽くす	200
つぶす	潰す	200
はたす	果たす	200
ほどこす	施す	200
# --- タ行 五段 (つ ending) ---
たつ	立つ	200
まつ	待つ	200
もつ	持つ	200
うつ	打つ	200
かつ	勝つ	200
たもつ	保つ	200
そだつ	育つ	200
めだつ	目立つ	200
たびだつ	旅立つ	200
やくだつ	役立つ	200
はなつ	放つ	200
