# wikipedia-top.tsv  -- aggregated (reading, kanji, count) from mine_wikipedia.ps1
# generated from 637783 raw rows, 17984 distinct pairs
# columns: reading<TAB>kanji<TAB>count
せい	性	9705
てき	的	8169
ねん	年	5330
ばあい	場合	4452
しょう	症	4120
ちりょう	治療	3631
さいぼう	細胞	2986
かんじゃ	患者	2839
しょうがい	障害	2795
しっかん	疾患	2652
けんさ	検査	2597
しゅじゅつ	手術	2578
にっぽん	日本	2546
しんけい	神経	2517
しょうじょう	症状	2369
しょうこうぐん	症候群	2285
がく	学	2115
しんだん	診断	1999
ますい	麻酔	1949
ほう	法	1893
しゃ	者	1805
ない	内	1794
いりょう	医療	1785
かのう	可能	1764
ひつよう	必要	1760
のう	脳	1746
げか	外科	1739
けんきゅう	研究	1738
げんいん	原因	1728
しよう	使用	1721
がた	型	1673
かんれん	関連	1670
すじ	筋	1667
やく	薬	1643
せいしん	精神	1575
ちゅう	中	1561
がっかい	学会	1553
いがく	医学	1509
おおい	多い	1507
かんせん	感染	1472
い	医	1471
きのう	機能	1467
たい	体	1453
か	化	1452
いじょう	異常	1442
ご	後	1428
じょうたい	状態	1425
ひふ	皮膚	1422
つき	月	1397
そしき	組織	1395
おおく	多く	1346
だい	第	1344
じゅつ	術	1332
おこなう	行う	1326
もちい	用い	1313
びょう	病	1305
いっぱん	一般	1279
えん	炎	1236
りょうほう	療法	1217
ち	血	1211
はっせい	発生	1202
こきゅう	呼吸	1183
けっかん	血管	1180
き	期	1179
か	科	1172
め	眼	1162
にち	日	1154
しゅよう	腫瘍	1154
おこなわ	行わ	1149
まく	膜	1129
びょうり	病理	1126
けいせい	形成	1125
りんしょう	臨床	1122
かんせつ	関節	1098
はっしょう	発症	1086
いたみ	痛み	1074
こうもく	項目	1059
にょう	尿	1035
えい	英	1024
じかん	時間	1020
かん	管	995
ほうこく	報告	994
いじょう	以上	984
ていか	低下	982
つうじょう	通常	980
とうよ	投与	969
よば	呼ば	959
ぶんるい	分類	950
ぶ	部	946
けい	系	946
とう	等	938
いし	医師	938
りょう	量	935
こうか	効果	926
れい	例	912
じ	時	909
そんしょう	損傷	899
すう	数	897
せんしょく	染色	896
びょういん	病院	895
けつえき	血液	889
うんどう	運動	881
き	器	869
かい	回	861
ほうほう	方法	856
そんざい	存在	850
にん	人	840
いち	一	836
いか	以下	828
み	見	823
かんがえ	考え	820
きゅうきゅう	救急	807
ほね	骨	806
しんりょう	診療	805
しゅっけつ	出血	795
てい	低	794
えいきょう	影響	790
だま	球	786
りつ	率	777
おも	主	774
かい	会	762
どうみゃく	動脈	761
かく	核	756
ほうしゃせん	放射線	755
ひと	人	750
とくに	特に	741
がいしょう	外傷	740
はんのう	反応	737
がん	癌	734
にたいする	に対する	727
きゃくちゅう	脚注	719
た	他	718
しつ	室	712
いでんし	遺伝子	712
ざい	剤	710
もんだい	問題	709
さんそ	酸素	709
ひょうか	評価	700
ぶい	部位	697
しげき	刺激	693
ど	度	691
てん	点	686
ていど	程度	681
あたま	頭	680
たかい	高い	677
がいぶ	外部	673
がわ	側	671
はい	肺	670
しゅ	腫	668
めんえき	免疫	667
しょうに	小児	663
きゅうせい	急性	662
じょうみゃく	静脈	661
さい	歳	656
ぜんしん	全身	656
じょう	上	652
さよう	作用	651
へんか	変化	642
まんせい	慢性	636
か	下	632
げんざい	現在	627
えいご	英語	613
せん	線	605
ともなう	伴う	603
とくちょう	特徴	602
けっか	結果	602
かがく	科学	599
にたいして	に対して	595
やく	約	592
じょう	状	583
びょうき	病気	583
しょうじる	生じる	581
だい	大	580
じょせい	女性	578
ひ	非	576
しんたい	身体	576
はんしゃ	反射	570
みとめ	認め	569
もくてき	目的	564
ぞうか	増加	563
ぶぶん	部分	563
こう	抗	560
もっとも	最も	560
に	二	553
いでん	遺伝	549
だんせい	男性	547
うけ	受け	546
つう	痛	541
さん	酸	541
せいじょう	正常	540
かん	感	532
しんぞう	心臓	530
えんしょう	炎症	530
よぼう	予防	529
いちぶ	一部	529
そくてい	測定	528
りょういき	領域	523
ぶっしつ	物質	522
せんい	線維	522
そのた	その他	520
がい	外	519
えき	液	518
じゅうよう	重要	516
おこる	起こる	511
まえ	前	508
しょうれい	症例	503
なか	中	502
よう	用	502
ぶん	分	500
かんり	管理	497
ぶんけん	文献	496
ふぜん	不全	495
いしき	意識	494
かいはつ	開発	489
しつ	質	489
たいしょう	対象	488
ふくま	含ま	488
せきずい	脊髄	485
しぼう	死亡	485
さい	際	482
びょうへん	病変	482
ずつう	頭痛	482
こう	高	480
にかんする	に関する	479
きじゅん	基準	477
きかん	機関	476
いみ	意味	473
かくにん	確認	470
せっけっきゅう	赤血球	470
びょうたい	病態	469
かんけい	関係	469
ぶんや	分野	468
ことなる	異なる	468
とくてい	特定	468
こんなん	困難	462
こっせつ	骨折	459
からだ	体	459
げんしょう	減少	458
こう	好	458
ぼね	骨	458
ぜん	前	452
いがい	以外	450
しゅるい	種類	449
がっぺいしょう	合併症	449
まひ	麻痺	448
しめす	示す	447
さんこう	参考	447
こころ	心	445
じんこう	人工	445
てきおう	適応	440
しゅってん	出典	440
きん	菌	438
うち	内	436
きょくしょ	局所	435
かつどう	活動	431
せかい	世界	429
こぶ	瘤	427
しゃかい	社会	422
む	無	422
がいよう	概要	422
かいぜん	改善	421
